Start Time,End Time,English,Big.Hero.6.2014.720p.BluRay.x264-SPARKS.srt,Big.Hero.6.2014.720p.Bluray.Ganool By IMDB-dl.srt,Big.Hero.6.2014.720p.WEB-DL.Ganool.srt,Big.Hero.VI-BluRay.1080p-2014.srt,Big.Hero.open subtitle.srt
19:44,19:45,Yes!,!آره! خانواده‌مه !عاشق خانواده‌مم,!آره,!آره,اره,!آره
19:45,19:48,My family! I love my family!,!آره! خانواده‌مه !عاشق خانواده‌مم,.خانواده من! عاشق خانواده‌مم,.خانواده من! عاشق خانواده‌مم,خونواده‌ی منه! من عاشق خونوادم هستم,.خانواده من! عاشق خانواده‌مم
19:48,19:50,Nailed it!,!ترکوندي,!ترکوندی,!ترکوندی,موفق شد,!ترکوندی
19:51,19:53,- You did it! - Not bad!,!موفق شدي - کارت بد بود -,.موفق شدی - .بد نبود -,.موفق شدی - .بد نبود -,تو موفق شدی - بدک نبود -,.موفق شدی - .بد نبود -
19:53,19:55,"Yeah! You just blew my mind, dude!",!موفق شدي! آفرين هيرو - مخم سوت کشيد رفيق -,.آره! ذهن منو ترکوندی، رفیق,.آره! ذهن منو ترکوندی، رفیق,مغزم رو ترکوند رفیق,.آره! ذهن منو ترکوندی، رفیق
19:55,19:57,They loved you. That was amazing!,همه عاشقت شدن. کارت عالي بود,.عاشق تو شدن، عالی بود,.عاشق تو شدن، عالی بود,اونا دوست داشتن، اون شگفت‌انگیز بود,.عاشق تو شدن، عالی بود
19:57,19:59,Yes.,بله,.آره,.آره,بله,.آره
19:59,20:03,"With some development, your tech could be revolutionary.",با يه کم توسعه، تکنولوژي تو مي‌تونه انقلابي به پا کنه,با کمی بهبود .اختراعت امکان داره انقلابی به پا کنه,با کمی بهبود .اختراعت امکان داره انقلابی به پا کنه,با کمی گسترش؛ تکنولوژی تو میتونه انقلابی به پا کنه,با کمی بهبود .اختراعت امکان داره انقلابی به پا کنه
20:04,20:05,Alistair Krei!,"""آلستر کري""","!""آلیستر کری""","!""آلیستر کری""","""آلیستر کرِی""","!""آلیستر کری"""
20:06,20:07,May I?,اجازه هست؟,ممکنه؟,ممکنه؟,ممکنه؟,ممکنه؟
20:10,20:13,Extraordinary.,فوق‌العاده‌ست,.شگفت‌آوره,.شگفت‌آوره,خارق‌العاده هست,.شگفت‌آوره
20:13,20:16,I want your microbots at Krei Tech.,"دوست دارم از ميکروباتهات تو ""صنايع کري"" استفاده کنم",".می‌خوام ریزرباتهات رو در صنایع ""کری"" داشته باشم",".می‌خوام ریزرباتهات رو در صنایع ""کری"" داشته باشم","من ""میکروبات""های تو رو توی ""کری-تک"" میخوام",".می‌خوام ریزرباتهات رو در صنایع ""کری"" داشته باشم"
20:16,20:18,Shut up.,خفه بابا,.نه بابا,.نه بابا,بی شوخی,.نه بابا
20:18,20:19,Mr. Krei is right.,آقاي کري درست ميگن,".آقای ""کری"" درست میگه",".آقای ""کری"" درست میگه","اقای ""کرِی"" درست میگن",".آقای ""کری"" درست میگه"
20:19,20:22,Your microbots are an inspired piece of tech.,ميکروباتهاي تو قطعات الهام‌پذيري از تکنولوژي هستن,.ریزرباتهات اختراع الهام‌بخشیه,.ریزرباتهات اختراع الهام‌بخشیه,"میکروبات""های شما یک تکه‌ی"" الهام بخش تکنولوژی هستند",.ریزرباتهات اختراع الهام‌بخشیه
20:22,20:24,"You can continue to develop them,",...مي‌توني اونا رو توسعه بدي,...می‌تونی به بهتر کردنشون ادامه بدی,...می‌تونی به بهتر کردنشون ادامه بدی,...تو میتونی به گسترش اونا ادامه بدی,...می‌تونی به بهتر کردنشون ادامه بدی
20:24,20:26,or you can sell them to a man,يا مي‌توني بفروشيش به مردي که فقط به خواسته‌هاي خودش اهميت ميده,...یا می‌تونی به این مرد بفروشیش,...یا می‌تونی به این مرد بفروشیش,یا میتونی اونا رو به مردی بفروشی که,...یا می‌تونی به این مرد بفروشیش
20:26,20:28,who's only guided by his own self-interest.,يا مي‌توني بفروشيش به مردي که فقط به خواسته‌هاي خودش اهميت ميده,.که فقط به منافع خودش فکر می‌کنه,.که فقط به منافع خودش فکر می‌کنه,فقط به خودش علاقه داره,.که فقط به منافع خودش فکر می‌کنه
20:28,20:31,"Robert, I know how you feel about me,",رابرت، مي‌دونم چه حسي راجع به من داري,"...رابرت""، میدونم در موردم چه حسی داری""","...رابرت""، میدونم در موردم چه حسی داری""","رابرت""... میدونم"" درباره‌ی من چه حسی داری","...رابرت""، میدونم در موردم چه حسی داری"""
20:31,20:32,but it shouldn't affect...,...ولي اين نبايد روت اثر - تصميم با خودته هيرو -,...اما نباید تاثیری,...اما نباید تاثیری,...اما این نباید,...اما نباید تاثیری
20:32,20:34,"This is your decision, Hiro.",...ولي اين نبايد روت اثر - تصميم با خودته هيرو -,".""این تصمیم توئه ""هیرو",".""این تصمیم توئه ""هیرو","""تصمیمش با خودته""هیرو",".""این تصمیم توئه ""هیرو"
20:34,20:35,But you should know,...ولي بايد بدوني آقاي کري ميانبُر زد,...اما باید بدونی,...اما باید بدونی,اما باید بدونی که,...اما باید بدونی
20:35,20:38,Mr. Krei has cut corners and ignored sound science,...ولي بايد بدوني آقاي کري ميانبُر زد,"آقای ""کری"" حاشیه‌ها رو حذف کرده ...و علم رو نادیده گرفته","آقای ""کری"" حاشیه‌ها رو حذف کرده ...و علم رو نادیده گرفته","اقای""کرِی""راه راحت رو انتخاب کرده و صدای علم رو نادیده گرفته","آقای ""کری"" حاشیه‌ها رو حذف کرده ...و علم رو نادیده گرفته"
20:38,20:39,to get where he is.,و علم ايمن رو ناديده گرفت تا برسه به اينجايي که الان هست,.تا به جایی که هست رسیده,.تا به جایی که هست رسیده,تا به اینجا رسیده,.تا به جایی که هست رسیده
20:40,20:41,That's just not true.,اصلاً حقيقت نداره,.این درست نیست,.این درست نیست,این حقیقت نداره,.این درست نیست
20:41,20:43,"I wouldn't trust Krei Tech with your microbots,",من اگه بودم با ميکروباتهام يا در هر زمينه‌ي ديگه‌اي به شرکت کري اعتماد نمي‌کردم,"...به صنایع ""کری"" با ریزرباتهای تو","...به صنایع ""کری"" با ریزرباتهای تو","من جای تو بودم با اون ""ماکروبات""ها به ""کرِی-تک"" اطمینان نمیکردم","...به صنایع ""کری"" با ریزرباتهای تو"
20:44,20:46,or anything else.,من اگه بودم با ميکروباتهام يا در هر زمينه‌ي ديگه‌اي به شرکت کري اعتماد نمي‌کردم,.یا هر چیزی دیگه‌ای که داشته باشه اعتماد ندارم,.یا هر چیزی دیگه‌ای که داشته باشه اعتماد ندارم,یا به هیچ چیز دیگه‌ای,.یا هر چیزی دیگه‌ای که داشته باشه اعتماد ندارم
20:46,20:51,"Hiro, I'm offering you more money than any 14-year-old could imagine.",دارم بهت پولي پيشنهاد ميدم که هيچ پسر 14 ساله‌اي خوابشم نمي‌بينه,"هیرو"" می‌تونم"" .پول بیشتری از تصور هر بچه 14 ساله‌ای بهت بدم","هیرو"" می‌تونم"" .پول بیشتری از تصور هر بچه 14 ساله‌ای بهت بدم","هیرو""...من دارم به تو پولی رو پیشنهاد میدم"" که هیچ 14 ساله‌ای نمیتونه تصورش رو بکنه","هیرو"" می‌تونم"" .پول بیشتری از تصور هر بچه 14 ساله‌ای بهت بدم"
20:55,20:58,"I appreciate the offer, Mr. Krei, but they're not for sale.",از پيشنهادتون ممنونم آقاي کري ولي اينا فروشي نيستن,"""از پیشنهادتون ممنون، آقای ""کری .اما برای فروش نیستن","""از پیشنهادتون ممنون، آقای ""کری .اما برای فروش نیستن","...""بابت پیشنهاد ممنونم آقای""کرِی اما اونا فروشی نیستن","""از پیشنهادتون ممنون، آقای ""کری .اما برای فروش نیستن"
20:59,21:02,I thought you were smarter than that.,فکر مي‌کردم باهوشتر از اين حرفا باشي,.فکر می‌کردم باهوشتر از این باشی,.فکر می‌کردم باهوشتر از این باشی,فکر میکردم باهوش تر از این باشی,.فکر می‌کردم باهوشتر از این باشی
21:03,21:04,Robert.,رابرت,".""رابرت""",".""رابرت""","""رابرت""",".""رابرت"""
21:05,21:06,Mr. Krei.,...آقاي کري,".""آقای ""کری",".""آقای ""کری","""اقای""کرِی",".""آقای ""کری"
21:07,21:09,That's my brother's.,اون مال برادرم‌ـه,.اون ماله برادر منه,.اون ماله برادر منه,اون مال داداشمه,.اون ماله برادر منه
21:11,21:12,That's right.,اوه، درسته,.درسته,.درسته,درسته,.درسته
21:19,21:21,I look forward to seeing you in class.,مشتاقم تو کلاسام ببينمت,.مشتاقانه منتظرم که تو کلاس ببینمت,.مشتاقانه منتظرم که تو کلاس ببینمت,توی کلاس منتظرتم,.مشتاقانه منتظرم که تو کلاس ببینمت
21:23,21:25,Unbelievable!,!باورنکردنيه,.باورنکردنیه,.باورنکردنیه,باورنکردنیه,.باورنکردنیه
21:25,21:27,That's what I'm talking about.,,.این همون چیزی بود که در موردش حرف میزدم,.این همون چیزی بود که در موردش حرف میزدم,این چیزیه که میگفتم,.این همون چیزی بود که در موردش حرف میزدم
21:27,21:29,"All right, geniuses, let's feed those hungry brains.",!خيلي‌خب نابغه‌ها بياين بريم به مغزاتون يه کم غذا بديم,خیله خب، نابغه‌ها .بریم به اون مغزهای گرسنه غذا بدیم,خیله خب، نابغه‌ها .بریم به اون مغزهای گرسنه غذا بدیم,خیل‌خب نابغه بیا اون مغزای گرسنه رو غذا بدیم,خیله خب، نابغه‌ها .بریم به اون مغزهای گرسنه غذا بدیم
21:29,21:30,Back to the café!,برمي‌گرديم کافه، شام مهمون من,.برگردیم به کافه,.برگردیم به کافه,برگردید به کافه,.برگردیم به کافه
21:30,21:32,Dinner is on me!,برمي‌گرديم کافه، شام مهمون من,.شام به حساب من,.شام به حساب من,خرج شام با من,.شام به حساب من
21:32,21:34,Yes! Nothing is better than free food!,آره! مفت باشه، کوفت باشه,.آره! هیچ چیز بهتر از غذای مجانی نیست,.آره! هیچ چیز بهتر از غذای مجانی نیست,آرره؛ هیچی از غذای مجانی بهتر نیست,.آره! هیچ چیز بهتر از غذای مجانی نیست
