Start Time,End Time,English,About.Time.open subtitle.srt
101:50,101:52,Are you eating in or taking away today?,امروز اينجا ميخوريد يا با خودتون ميبريد؟ ميبرم، لطفاً
101:52,101:53,"Take away, please.",امروز اينجا ميخوريد يا با خودتون ميبريد؟ ميبرم، لطفاً
101:53,101:54,Would you like a bag?,کيسه ميخوايد؟
101:54,101:56,That's fine.,مشکلي نيست
101:56,101:57,"Lovely. That's 6.23 then, please.",عاليه، ميشه 6.23 دلار، لطفاً و از بقيه روزتون لذت ببريد
101:57,101:58,And enjoy the rest of your day.,عاليه، ميشه 6.23 دلار، لطفاً و از بقيه روزتون لذت ببريد
101:58,102:00,Thank you. Bye-bye.,ممنونم، خداحافظ
102:01,102:02,"Hello, there.",سلام
102:05,102:07,Look around you! What?,اطرافتو ببين! چي؟
102:07,102:08,Isn't this room beautiful?,اين اتاق زيبا نيست؟
102:08,102:10,Yeah.,آره
102:10,102:12,Come on.,زودباش
102:12,102:14,Not guilty.,گناه کار نيست
102:18,102:19,Fantastic!,!عاليه
102:52,102:54,So not such a bad day after all?,پس همچين روز بدي هم نبود بعد تمام اين اتفاقات؟
102:54,102:57,No. It was pretty good really.,نه، واقعاً خوب بود
102:58,103:01,"Very good day, actually, as it turns out.",راستيتش معلوم شد روز خيلي خوبيه
103:02,103:04,"Well, that's a relief,",خب، خيالم راحت شد
103:05,103:08,"because if it had been a very bad day,",چون اگه روز خيلي بدي بود
103:09,103:13,I thought I might have had to have had sex with you to make up for it.,فکر کردم مجبورم باهات سکس کنم تا برات جبرانش کنم
103:14,103:15,Goodnight.,شب بخير
103:19,103:20,Mmm.,
103:20,103:23,"It was a very, very bad day.",روز خيلي، خيلي بدي بود
103:23,103:25,"It went very, very badly.",خيلي، خيلي بد پيش رفت
103:25,103:28,I got fired from my job.,از کارم اخراج شدم
103:29,103:31,And then I killed a man.,و بعدش يک مردو کشتم
103:37,103:39,That is a very bad day.,روز خيلي بديه
103:39,103:41,It's terrible. Yeah.,وحشتناکه، اره
103:42,103:44,Like the worst day ever.,مثل بدترين روز
103:45,103:46,So sorry.,خيلي متأسفم
103:51,103:55,"<i>Some days, of course, though, you only want to go through once.</i>",يک روزي، البته، اگرچه، فقط ميخواي يکبار ازش بگذري
103:56,103:57,You okay?,خوبي؟
104:48,104:51,"Right, are we ready for this?",خب، آماده ايم؟
104:52,104:55,'Course we're not. Hateful day.,معلومه که نيستيم، روز منفوريه
104:56,104:59,Just give me one minute.,يک دقيقه بهم وقت بده
105:21,105:23,This is so brilliant.,واقعاً عاليه
105:24,105:29,"Dickens is so good on actual jokes, actual gags.",ديکنز تو جک گفتن خيلي خوبه، واقعاً خنده داره
105:30,105:31,Where have you come from?,از کجا اومدي؟
105:32,105:33,It's the...,...از
105:34,105:35,Oh. Okay.,باشه
105:36,105:37,Big day.,روز بزرگيه
105:38,105:42,Thanks for dropping in. How's Uncle Desmond's suit?,ممنون که سرزدي لباس دايي دزموند چطوره؟
105:42,105:44,"Oh, immaculate.",بي نقص
105:44,105:45,Excellent.,عاليه
105:45,105:47,Did I mention I wanted the Nick Cave track?,اشاره کردم که آهنگ نيک کيو ميخوام؟
105:47,105:49,It's taken care of.,ترتيبش داده شده
105:49,105:50,Thank you.,ممنونم
105:51,105:53,Can I just read you this one bit?,ميتونم يکم برات بخونم؟
105:57,106:00,"Read away, I've got lots of time.",،بخون کلي وقت دارم
106:01,106:03,"""I think the Romans must have aggravated",فکر ميکنم که رومي ها بايد
106:03,106:05,"one another very much with their noses.""",همديگرو با بيني هاشون خيلي عصباني کرده باشن
106:05,106:09,"""Perhaps they became the restless people they were in consequence.""",شايد اونهابه اين خاطر مردم بي قراري که در نتيچه ي پي آمدش بود
106:09,106:12,"""Anyhow, Mr Wopsle's Roman nose so aggravated me...""",به هر حال بيني آقاي ووپسلز رومي منو خيلي اذيت ميکرد...؟
107:48,107:51,What do you think about the kids?,درباره ي بچه ها چه فکري ميکني؟
107:51,107:52,What about them?,راجع به چيشون؟
107:53,107:55,"Not many of them, are there?",خيلي نيستن، هستن؟
107:56,107:57,What?,چي؟
107:58,108:00,"Well, I mean two?",خب، منظورم اينه همش دو تا؟
108:03,108:05,It's more than the Chinese are allowed.,اين حتي بيشتر از حد مجاز چيني هاست
108:07,108:10,"I just thought that maybe, you know,",،فقط فکر کردم که شايد، ميدوني
108:11,108:13,it was time for the insurance baby.,وقت بچه براي تضمين رسيده
108:13,108:14,What?,چي؟
108:14,108:15,"In case one of them is really smart,",،در صورتي که يکيشون واقعاً باهوش باشه
108:15,108:18,we don't want the other one to feel stupid their whole life.,نمي خوايم اون يکي بچه تمام زندگيشو حس احمق بودن کنه
108:18,108:22,"And if we had a third one, then we could have two happy dummies.",و اگه بچه سوم داشتيم، اونوقت ميتونستيم دو تا بچه نادون شاد داشته باشيم
108:25,108:27,What do you think?,چي فکر ميکني؟
108:27,108:28,Huh?,
108:31,108:34,<i>It was the toughest decision of my life.</i>,سخت ترين تصميم زندگيم بود
108:34,108:36,<i>Saying 'yes' to the future meant</i>,گفتن آره به آينده به معناي
108:37,108:39,<i>saying 'goodbye' to my dad. Forever.</i>,گفتن خداحافظ به پدرم بود، براي هميشه
108:41,108:43,Why don't we wait a bit?,چرا يکم صبر نکنيم؟
108:46,108:47,Absolutely.,البته
108:48,108:50,You're right. Yeah.,درست ميگي، آره
108:54,108:57,How about now?,الان چطور؟
108:59,109:00,Or now?,يا الان؟
109:03,109:04,Now?,الان؟
109:11,109:12,"Yeah,",،آره
109:14,109:15,okay.,باشه
109:16,109:17,Really?,واقعاً؟
109:19,109:22,Dad always wished there had been more of us.,پدر هميشه آرزو داشت از ما بيشتر باشه
109:23,109:24,So...,...بنابراين
109:26,109:29,"Anyway, we might try and nothing happens.",به هر حال، ممکنه تلاشمونو بکنيم و هيچ اتفاقي نيوفته
109:30,109:31,Exactly.,،دقيقاً
109:39,109:41,Really could be tonight.,واقعاً ممکنه الان وقتش باشه
109:41,109:44,Mmm. And you cannot believe the detail in which,و نميتوني باور کني چه جزئياتي
109:44,109:46,I know the route to the hospital.,تو مسير بيمارستان ميدونم
109:46,109:47,"Oh, yay.",آره
109:51,109:53,Will you excuse me for a sec?,يه لحظه منو ميبخشي؟
109:53,109:55,Just have to go downstairs.,بايد برم پايين پله ها
109:55,109:56,Mmm.,
110:12,110:15,...and it's 17-20 in this incredibly tight contest,و نتيجه 17 به 20 دررقابت باورنکردنيه تنگاتنگ
110:15,110:17,being played by the two most physically,که بين دو  بازيکن کاملاً آماده
110:17,110:19,perfect players in the history of the game.,در تاريخ بازي ها انجام ميشه
110:19,110:22,"The crowd, enchanted by the younger player, are seduced",جمعيت مسحوربازيکن جوان ميشن، و
110:22,110:24,by memories of the older player's illustrious past.,با خاطره ي  گذشته ي درخشان بازيکن قديمي اغوا شدن
110:25,110:26,Ahh!,
110:26,110:28,"Oh, my God, I've won.",خداي من، من پيروز شدم
110:29,110:32,I haven't won in years.,يه سالي ميشد نبرده بودم
110:32,110:34,You finally got good.,بالاخره خوب شدي
110:35,110:38,"What's my prize? Apart from the Olympic gold medal, of course.",جايزه ام چيه؟ بدون شک، قسمتي از طلاي المپيک
110:39,110:41,A kiss will have to do.,يه بوس هم کارو راه ميندازه
110:41,110:42,A kiss?,يه بوس؟
110:42,110:44,A kiss?,يه بوس؟
110:47,110:48,Oh.,
110:49,110:51,"Ah, I get you.",فهميدم
110:52,110:54,"This is it, then?",پس همينه؟
110:56,110:57,This is it.,همينه
110:58,111:00,It's my last bit of extra time.,آخرين فرصتم از وقت اضافه ست
111:02,111:03,The baby is completely on the way.,بچه کم مونده به دنيا بياد
111:03,111:04,Oh!,
111:24,111:26,Congratulations.,تبريک ميگم
111:33,111:34,My son.,پسرم
111:37,111:39,My dad.,پدرم
111:44,111:46,Is there anything at all I can do?,کاري هست که از دستم بربياد؟
111:46,111:48,Is there anything you want to do?,کاري هست که بخواي بکني؟
111:50,111:53,I don't know. There is this,...نميدونم، يه چيز
111:55,111:56,one thing.,هست
111:57,111:59,A quick little walk.,يه پياده روي کوتاه
111:59,112:01,"Totally against the rules, of course,",،و البته کاملاً خلاف قانون
112:01,112:03,"but if we don't change a thing,",اما اگر چيزي رو تغيير نديم
112:03,112:06,"if we're very careful, it shouldn't do any harm.",،اگه خيلي مراقب باشيم آسيبي نبايد برسونه
112:07,112:08,It would be nice.,خوش ميگذره
112:39,112:42,I'm really trying. I'm really trying.,واقعاً دارم سعيمو ميکنم واقعاً دارم سعيمو ميکنم
112:44,112:45,Get down low.,برو پايين تر
112:50,112:51,Total defeat.,شکستت دادم
113:00,113:02,I'm tired.,خسته شدم
113:03,113:04,"Thanks, Dad.",ممنونم، پدر
113:20,113:23,<i>So I'm almost up-to-date with my story.</i>,<i>خب، تقريباً با داستانم به روز بودم</i>
113:23,113:27,"<i>As all families do, we got used to life after death.</i>",<i>مثل تموم خانواده ها، بعد از مرگ به زندگي عادت ميکنم</i>
113:27,113:29,<i>And it was still fine.</i>,<i>و هنوزم خوب بود</i>
113:29,113:34,"<i>And things settled back into their traditional rhythms season after season,</i>",<i>و اوضاع  به شکل قديميش برگشت ،فصل بعد فصل</i>
113:34,113:36,<i>and are much as they have always been.</i>,<i>و دقيقاً مثل هميشه بود</i>
113:38,113:40,<i>And we've got used to Kit Kat being happy again.</i>,<i>و به دوباره خوشحال بودن کيت کتي عادت کرديم</i>
113:41,113:44,<i>And then we got used to her being a mum.</i>,<i>و بعد به مادر بودنش عادت کرديم</i>
113:44,113:47,<i>Albeit not a very good or even safe one.</i>,<i>اگرچه يک مادر خيلي خوب و مطمئني نيست</i>
113:48,113:50,"<i>And in the end,</i>",<i>،و در پايان</i>
113:50,113:53,<i>I think I've learned the final lesson from my travels in time.</i>,<i>فکر ميکنم آخرين درسمو از سفر در زمان ياد گرفتم</i>
113:54,113:57,<i>And I've even gone one step further than my father did.</i>,<i>و من حتي يک قدم از کاري که پدرم کرد جلوتر بودم</i>
114:08,114:10,"Okay, I'll do the kids.",باشه، من به بچه ها ميرسم
114:12,114:14,"No, don't worry. I'll do them.",نه، نگران نباش، من بهشون ميرسم
114:15,114:16,"Yeah, you do them, you lazy bum.",،آره، تو بهشون برس تنبل مفت خور
114:17,114:21,"<i>The truth is, I now don't travel back at all. Not even for the day.</i>",<i>نه حتي براي يک روز</i>
114:22,114:24,<i>I just try to live every day as if</i>,<i>فقط سعي ميکنم هر روزمو طوري زندگي کنم که انگار</i>
114:24,114:27,<i>I've deliberately come back to this one day</i>,<i>از روي قصد به اين روز برگشتم</i>
114:27,114:31,<i>to enjoy it as if it was the full final day</i>,<i>تا ازش لذت ببرم، انگار که آخرين روز</i>
114:31,114:34,"<i>of my extraordinary, ordinary life.</i>",<i>از زندگي فوق العاده، و عادي منه</i>
115:02,115:06,"Hello, you're down already. That's great. Thank you so much for that.",سلام، از قبل نشستي، عاليه براي اينکار خيلي ممنونم
115:06,115:08,And in we go.,و ما هم ميريم داخل
115:09,115:12,Posy? Posy!,!پوزي؟ پوزي
115:20,115:21,That's fine.,مشکلي نيست
115:43,115:46,<i>We're all travelling through time together</i>,<i>ما همگيمون باهم در زمان سفر ميکنيم</i>
115:46,115:48,<i>every day of our lives.</i>,<i>هر روز زندگيمون</i>
115:48,115:51,<i>All we can do is do our best</i>,<i>تنها کاري که ميتونيم بکنيم اينه که  ،بهترين کاري که ميتونيم بکنيم</i>
115:51,115:54,<i>to relish this remarkable ride.</i>,<i>از اين گردش عالي لذت ببريم</i>
116:37,116:39,"Yes, yes, yes...",...بله، بله، بله
116:51,116:53,"Okay, I'll see you then.",باشه، پس ميبينمت
116:54,116:55,Bye-bye.,خداحافظ
116:56,116:57,See you later.,بعداً ميبينمت
