17:08,17:12,to turn on you like that and destroy you.,و تو رو مریض کنه و نابودت کنه,و تو رو مریض کنه و نابودت کنه,عليه‌ش بشه و نابودش کنه,و تو رو مریض کنه و نابودت کنه,اینطوری روبرومون قرار بگیره .و نابودمون کنه,‏اونطوری بهت حمله کنه و نابودت کنه,اونجوری بیاد رو سرتون و نابودتون کنه,عليه‌ش بشه و نابودش کنه,عليه تو بشه و نابودت کنه,بهتون پشت کنه و سعی کنه نابودتون کنه ...,عليه‌ش بشه و نابودش کنه
17:12,17:16,"In April... I believe I'm right... Fifteenth of April, I think.",،اگه اشتباه نکنم ماه آپریل ،فکر کنم 15 آپریل,،اگه اشتباه نکنم ماه آپریل ،فکر کنم 15 آپریل,...فکر کنم در آوريل بود، اگه اشتباه نکنم فکر کنم 15 آوريل,،اگه اشتباه نکنم ماه آپریل ،فکر کنم 15 آپریل,"،تو ماه ""آپریل"" اگه اشتباه نکنم .فکر کنم 15 ""آپریل"" بود",.‏اگه درست بگم، بنظرم ماه آپریل بود ‏فکر کنم 15 آپریل,،توی آپریل فکر می کنم درست باشه  15هم آپریل,...فکر کنم در آوريل بود، اگه اشتباه نکنم فکر کنم 15 آوريل,...توي آپريل، اگه درست گفته باشم .فکر ميکنم 15آپريل,در ماه آپریل -- اگه اشتباه نکنم فکر کنم 15 آپریل بود,...فکر کنم در آوريل بود، اگه اشتباه نکنم فکر کنم 15 آوريل
17:17,17:19,This happened about 1:30 when that thing...,ساعت 1:30 که یهو از بالای دره ظاهر شد,ساعت 1:30 که یهو از بالای دره ظاهر شد,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد,ساعت 1:30 که یهو از بالای دره ظاهر شد,فکر کنم ساعت 1:30 دقیقه بود .که اون چیز از بالای دره اومد پایین,،‏این اتفاق حدود ساعت 1:30 افتاد ‏زمانی که از بالای تنگه پیداش شد,درست ساعت 1:30 اتفاق افتاد وقتی اون چیز از بالای تنگه اومد پایین,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد,...اين اتفاق نزديک ساعت 1:30 افتاد، وقتيکه,... ساعت 1:30 ظهر اتفاق افتاد ، زمانی که اون چیز,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد
17:19,17:21,came off the top of that canyon.,ساعت 1:30 که یهو از بالای دره ظاهر شد,ساعت 1:30 که یهو از بالای دره ظاهر شد,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد,ساعت 1:30 که یهو از بالای دره ظاهر شد,فکر کنم ساعت 1:30 دقیقه بود .که اون چیز از بالای دره اومد پایین,،‏این اتفاق حدود ساعت 1:30 افتاد ‏زمانی که از بالای تنگه پیداش شد,درست ساعت 1:30 اتفاق افتاد وقتی اون چیز از بالای تنگه اومد پایین,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد,دقيقاً از بالاي اون دره به سمت ما اومد,... ساعت 1:30 ظهر اتفاق افتاد ، زمانی که اون چیز,حدود ساعت 1:30 بود که اون توده از بالاي دره بيرون اومد
17:21,17:23,(CHEERING),زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن,زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,,,تو زمان من ما بازیکنای واقعی داشتیم  این احمقا دیگه کین؟,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن,,از بالای تپه پدیدار شد ...,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن
17:23,17:25,"In my day, we had real ballplayers.",زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن,زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,،زمان من بازیکن‌ها واقعا کاربلد بودن این مفت خورها کی‌ان آخه؟,،‏زمان ما، بازیکنای درست‌حسابی بودن ‏این تن‌لشا کین؟,تو زمان من ما بازیکنای واقعی داشتیم  این احمقا دیگه کین؟,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن,بازيکن هم بازيکن‌هاي قديم,تو دوره من ، ما بازیکنای واقعی داشتیم,در دوران من بازيکن‌هاي بيسبال حرفه‌اي بودن
17:25,17:27,Who are these bums?,خب، زمان من، مردم گرفتار آب و غذا هستن,خب، زمان من، مردم گرفتار آب و غذا هستن,اين مفت‌خورها کين؟,زمون من چه بازیکان‌هایی داشتیم این بچه‌ننه‌ها کی‌ان‌؟,،زمان من بازیکن‌ها واقعا کاربلد بودن این مفت خورها کی‌ان آخه؟,،‏زمان ما، بازیکنای درست‌حسابی بودن ‏این تن‌لشا کین؟,تو زمان من ما بازیکنای واقعی داشتیم  این احمقا دیگه کین؟,اين مفت‌خورها کين؟,اين تنبل‌ها ديگه کين؟,این مفت خورا دیگه کی هستن ؟,اين مفت‌خورها کين؟
17:27,17:30,"COOPER: In my day, people were too busy...",سر غذا باهم مجادله می‌کنن، حتی بیسبال,سر غذا باهم مجادله می‌کنن، حتی بیسبال,خب، در زمان من مردم اونقدر درگير به دست آوردن غذا بودن,خب، زمان من، مردم گرفتار آب و غذا هستن,خب زمان من مردم ...مشغول دعوا سر غذا بودن,‏خب زمان ما، مردم خیلی برای جنگیدن ‏سر غذا مشغول بودن تا اینکه بخوان بیسبال بازی کنن,خُب تو زمان من، مردم سرشون با جنگیدن سر غذا,خب، در زمان من مردم اونقدر درگير به دست آوردن غذا بودن,...خب، تو دوران ما مردم اينقدر,زمان من ، مردم درگیرن,خب، در زمان من مردم اونقدر درگير به دست آوردن غذا بودن
17:30,17:32,fighting over food to even play baseball.,تو بیسبال پوفیلا نمی‌خورن من هات‌داگ می‌خوام,تو بیسبال پوفیلا نمی‌خورن من هات‌داگ می‌خوام,که حتي نميتونستن بيسبال بازي کنن,سر غذا باهم مجادله می‌کنن، حتی بیسبال,.چه برسه بیان بیسبال بازی کنن,‏خب زمان ما، مردم خیلی برای جنگیدن ‏سر غذا مشغول بودن تا اینکه بخوان بیسبال بازی کنن,خیلی شلوغه تا بازی بیسبال,که حتي نميتونستن بيسبال بازي کنن,درگير دعوا سرِ غذا بودن که وقت بيسبال رو نداشتن,مجبورن واسه غذا مبارزه کنن تا واسه بیس بال,که حتي نميتونستن بيسبال بازي کنن
17:32,17:37,Popcorn at a ballgame is unnatural. I want a hot dog.,تو بیسبال پوفیلا نمی‌خورن من هات‌داگ می‌خوام,تو بیسبال پوفیلا نمی‌خورن من هات‌داگ می‌خوام,.ذرت بوداده براي تماشاي بيسبال غيرعاديه من‌ هات داگ ميخوام,تو بیسبال پوفیلا نمی‌خورن من هات‌داگ می‌خوام,ذرت بوداده  ،تو مسابقه‌ی بیسبال حال نمیده,،‏تو بازی بیسبال پاپکورن نمی‌خورن ‏‏من هات‌داگ می‌خوام,پاپکرن سر بازی بیسبال غیرطبیعی ـه من یه هات داگ می خوام,.ذرت بوداده براي تماشاي بيسبال غيرعاديه من‌ هات داگ ميخوام,.خوردن پاپ‌کورن توي مسابقه بيسبال غيرطبيعيـه من يه هات‌داگ ميخوام,پاپ کورن واسه دیدن مسابقه غیر عادیه من دلم هات داگ میخواد,.ذرت بوداده براي تماشاي بيسبال غيرعاديه من‌ هات داگ ميخوام
17:37,17:39,School says you're gonna follow in my footsteps.,مدرسه گفته قراره شغل منو ادامه بدی,مدرسه گفته قراره شغل منو ادامه بدی,در مدرسه گفتن که تو قراره ادامه‌دهنده‌ي راه من باشي,مدرسه گفته قراره شغل منو ادامه بدی,مدرسه میگه .قراره تو هم کار منو پیش بگیری,‏مدرسه میگه باید پا جا پای من بذاری,مدرسه گفته تو قراره جاپای من بذاری,در مدرسه گفتن که تو قراره ادامه‌دهنده‌ي راه من باشي,به گفته‌ي مدرسه قراره هم‌شغلِ من بشي,! مدرسه ات میگه قراره پاتو جای من بذاری,در مدرسه گفتن که تو قراره ادامه‌دهنده‌ي راه من باشي
