38:46,38:48,- You think I need travel hat? - No!,به‌نظرت کلاه سفر لازمم می‌شه؟ - نه -,‫- به‌نظرت واسه سفر کلاه هم ببرم؟ ‫- نه!,به‌نظرت کلاه سفر لازمم می‌شه؟ - نه -,به نظرت کلاه مسافرت لازمم میشه؟ - !نه -,به نظرت کلاه مسافرتی لازممه؟ - نه -,ولی بدنم رو تحریک میکنن
38:49,38:50,This will not do.,اینجوری نمی‌شه,‫از این خبرها نیست,اینجوری نمی‌شه,.اینجوری نمیشه,از این خبرها نیست,پروردگارا، بلا
38:50,38:52,It cannot!,نمی‌تونی بری,‫حق نداری بری!,نمی‌تونی بری,!امکان نداره,نمیتونه که باشه,ما نامزدیم من دوستت دارم
38:52,38:53,I'll see to this man myself.,خودم به حساب این مرد می‌رسم,‫خودم به حساب این یارو می‌رسم,خودم به حساب این مرد می‌رسم,.خودم میرم سراغ این مرد,خودم شخصا این مرد رو می‌بینم,و وقتی برگشتم، ازدواج می‌کنیم
38:54,38:58,I will beat his handsome face into a porridge of blood and bones!,له و خونی می‌کنم,‫اون قیافه‌ی قشنگش خونین و مالین بشه!,له و خونی می‌کنم,!که بشه یه پوره از خون و استخون,خون و استخوون شدن زیر مشت و لگد می‌گیرم,و مثل دو کفتر روی شاخه‌ای خوشبخت میشیم
38:58,39:00,"Max, you are flushed...",مکس، صورتت سرخ شده,‫مکس، رنگت پریده،,مکس، صورتت سرخ شده,مکس، عصبی شدی,مکس، قیافه‌ت برافروخته شده,از این خبرها نیست
39:00,39:02,and I am too at sight of different Max.,و دارم یه روی دیگه از مکس می‌بینم,‫من هم الان که ‫این روی تو رو دیدم رنگم پریده,و دارم یه روی دیگه از مکس می‌بینم,.من هم همینطور، با دیدن یه مکس متفاوت,و من هم به محض دیدن یه مکس فرق‌دار اینطوری میشم‌ها,نمیتونه که باشه
39:02,39:03,I apologize...,عذر می‌خوام، ولی نمی‌ذارم مردی,‫معذرت می‌خوام، ‫ولی نمی‌ذارم مَردی که,عذر می‌خوام، ولی نمی‌ذارم مردی,عذر می‌خوام، ولی اجازه نمیدم,معذرت میخوام ولی اجازه نمیدم یه مَردی که,خودم شخصا این مرد رو می‌بینم
39:03,39:07,but I will not let a man that I know has nothing but ill intent in his mind...,که مطمئنم نیتش شومه,‫مطمئنم نیتش پلیده و,که مطمئنم نیتش شومه,که مردی که مطمئنم فقط افکار شوم تو سرش داره,میدونم هیچی جز نیت بدی تو ذهنش,صورت جذابش رو هم تا به حلیمی از
39:07,39:09,and nothing for you in his heart trick you.,و هیچ حسی بهت نداره گولت بزنه,‫هیچ حسی بهت نداره، گولت بزنه,و هیچ حسی بهت نداره گولت بزنه,و هیچ ارزشی برات قائل نیست .گولت بزنه,و هیچی هم احساس برای تو در قلبش نداره، فریبت بده,مکس، قیافه‌ت برافروخته شده
39:09,39:12,I will smash his fucking head in.,مغزش رو متلاشی می‌کنم,‫اون کله‌ی کیریش رو آش و لاش می‌کنم,مغزش رو متلاشی می‌کنم,.اون سر لعنتی‌اش رو می‌شکونم,اون کله تخمیش رو خرد و خاکشیر میکنم,و من هم به محض دیدن یه مکس فرق‌دار اینطوری میشم‌ها
39:28,39:29,Bella? It...,...بلا؟ این,‫بِلا؟ چیزه…,...بلا؟ این,...بلا؟ من,...بلا؟ چیزه,
39:33,39:34,Bella.,بلا,‫بِلا,بلا,.بلا,بلا,
39:42,39:45,"Goodbye, later dove.",خدانگهدار، پرنده‌ی جفتِ آینده‌م,‫خداحافظ، معشوقِ آینده‌,خدانگهدار، پرنده‌ی جفتِ آینده‌م,.خدانگهدار، کبوتر بعدی,خدانگهدار، کفتره آتی,بلا
39:46,39:48,I will see you after grand adventure.,بعد از ماجراجوییِ بزرگم می‌بینمت,‫بعد از ماجراجویی بزرگم می‌بینمت,بعد از ماجراجوییِ بزرگم می‌بینمت,.بعد از سفر بزرگم، می‌بینمت,بعد از ماجراجویی بزرگ، می‌بینمت,
39:50,39:51,God?,گاد؟,گاد؟,گاد؟,گاد؟,خدا؟,
40:31,40:32,She's gone.,رفته,‫بِلا رفت,رفته,.اون رفته,اون رفته,
40:33,40:36,I am having port for breakfast.,واسه صبحونه، دارم شراب پورت می‌خورم,‫صبحونه دارم شراب پورت می‌خورم,واسه صبحونه، دارم شراب پورت می‌خورم,.می‌خوام صبحونه شراب شیرین بخورم,دارم برای صبحونه شراب پورت می‌نوشم,
40:36,40:38,It is strangely delicious.,به‌طرز عجیبی خوشمزه‌ست,‫عجیب خوشمزه‌ست,به‌طرز عجیبی خوشمزه‌ست,.به طرز عجیبی خوشمزه‌ست,عجیبانه خوشمزه‌ست,
40:38,40:40,Why did you not stop her?,چرا جلوش رو نگرفتی؟,‫چرا جلوشو نگرفتی؟,چرا جلوش رو نگرفتی؟,چرا جلوش رو نگرفتی؟,چرا جلوش رو نگرفتی؟,
40:41,40:43,She is a being of free will.,اون یک موجودِ دارای آزادی عمل هست,‫اختیارش دست خودشـه,اون یک موجودِ دارای آزادی عمل هست,.اون یه انسانه با قدرت اختیار,اون موجودی با اراده آزاده,اون رفته
40:48,40:49,She's now out there. Alone.,الان اون بیرون تنهاست,‫الان تک و تنها وارد اجتماع شده,الان اون بیرون تنهاست,.اون الان اون بیرونه. تنها,الان اون بیرونه. تک و تنها,چرا جلوش رو نگرفتی؟
40:50,40:51,She will be fine.,چیزیش نمی‌شه,‫چیزیش نمیشه,چیزیش نمی‌شه,.هیچی‌اش نمیشه,طوریش نمیشه,اون موجودی با اراده آزاده
40:52,40:54,I'm a fool. I should have stopped her.,.خیلی احمقم باید جلوش رو می‌گرفتم,‫من احمقم. باید جلوشو می‌گرفتم,.خیلی احمقم باید جلوش رو می‌گرفتم,.خیلی احمقم. باید جلوش رو می‌گرفتم,چه احمقی‌ام من باید جلوش رو میگرفتم,اون موجودی با اراده آزاده
40:54,40:56,We are men of science.,ما دانشمندیم,‫ما دانشمندیم,ما دانشمندیم,.ما دانشمندیم,ما عالِمین هستیم,
40:57,41:00,This emotionality is unseemly.,احساساتی بودن در شانِ ما نیست,‫این حجم از احساسات برازنده‌مون نیست,احساساتی بودن در شانِ ما نیست,.این تفکر احساسی از ما بعیده,این احساساتی بودن شایسته ما نیست,الان اون بیرونه. تک و تنها
41:04,41:05,I just hope she's all right.,امیدوارم حالش خوب باشه,‫فقط امیدوارم حالش خوب باشه,امیدوارم حالش خوب باشه,.فقط امیدوارم حالش خوب باشه,فقط امیدوارم حالش خوب باشه,ما عالِمین هستیم
41:28,41:30,You are the most beautiful woman I've ever seen.,تو زیباترین زنی هستی,‫تو خوشگل‌ترین زنی هستی که,تو زیباترین زنی هستی,تو خوشگل‌ترین زنی هستی که,تو زیباترین زنی هستی که,
41:31,41:33,"I will not lie, I have been with many.",دروغ نگم، با زن‌های زیادی هم بودم,‫دروغ چرا، با خیلی‌ها بودم,دروغ نگم، با زن‌های زیادی هم بودم,.نمی‌خوام دروغ بگم، من با زن‌های زیادی بودم,دروغ نمیگم، با زن‌های زیادی بودم,
41:33,41:37,Mrs. Prim said you were wolf with scent of hundred women on you.,که بوی صد زن رو می‌دی [ اصطلاح از زن‌باز بودن ],‫تنت بوی صد تا زن میده,که بوی صد زن رو می‌دی [ اصطلاح از زن‌باز بودن ],.که رد بوی صدها زن روت مونده,بوی صدتا زن روت هستش,
41:37,41:38,She undersells it.,در حقم کم‌لطفی کرده,‫این حرفش حق مطلب رو ادا نمی‌کنه,در حقم کم‌لطفی کرده,.چوب کاری می‌کنه,عدد رو زیر قیمت حساب کرده,تو زیباترین زنی هستی که
41:39,41:41,Okay. Oysters.,...خیلی‌خب، تاحالا,‫خیلی‌خب. صدف خوراکی,...خیلی‌خب، تاحالا,.خیلی‌خب. صدف,خیلی‌خب. صدف خوراکی,به عمرم دیدم
41:41,41:43,Have you had them before?,صدف خوراکی خوردی؟,‫قبلاً نخوردی؟,صدف خوراکی خوردی؟,تا حالا صدف خوردی؟,قبلا خوردیشون؟,دروغ نمیگم، با زن‌های زیادی بودم
41:43,41:44,I have not.,نه,‫نه,نه,.نخوردم,نخوردمشون,خانم پریم گفتش تو یه گرگی که
41:49,41:51,"Shuck, chuck and bubble.",باز، مزه و نوشِ جانش می‌کنیم,‫صدفش رو باز می‌کنی و میدی بالا,باز، مزه و نوشِ جانش می‌کنیم,.یهو برو بالا و قورت بده,از پوسته دربیار، بده بالا، مشروب سر بکش,خیلی‌خب. صدف خوراکی
42:02,42:02,Rollicking.,حرف نداره,‫چه حالی میده,حرف نداره,.مسرت‌بخشه,خیلی شادی‌آوره,
42:06,42:07,Rollicking.,حرف نداره,‫چه حالی میده,حرف نداره,.مسرت‌بخشه,خیلی شادی‌آوره,
42:11,42:12,Wait. Bella.,وایسا، بلا,‫وایسا، بِلا,وایسا، بلا,.وایسا. بلا,وایسا. بلا,خیلی شادی‌آوره
42:22,42:24,"So, nuns and monks would starch their clothes with egg whites...",با سفیده تخم‌مرغ لباس‌هاشون رو سفت می‌کردن,‫با سفیده‌ی تخم‌مرغ ‫پارچه‌ی لباس‌هاشون رو سفت می‌کردن,با سفیده تخم‌مرغ لباس‌هاشون رو سفت می‌کردن,با سفیده تخم‌مرغ لباس‌هاشون رو تزئین می‌کنن,لباس‌هاشون رو با سفیده‌های تخم مرغ، نشاسته‌ای میکردن,وایسا. بلا
