Start Time,End Time,English,The.Wild.Robot.-open subtile.srt,The.Wild.Robot.2024.1080p.10bit.BluRay.6CH.x265.HEVC-PSA [Fa].srt,The.Wild.Robot.2024.480p.BluRay.x264-RMTeam.Fa.srt,The.Wild.Robot.2024.WEB.DigiMoviez.FA.srt,The.Wild.Robot.2024.WEB.Fa.srt,The_Wild_Robot_2024.srt
30:35,30:38,Funny thing is there's this beautiful robot,عجیبیش این بود که یه ربات زیبایی بودش که,‫از قضا یه ربات خوشگل,جالبیش اینجاست که یه ربات خوشگل,‫و جالبیش اینجاست که از قضا ‫یک ربات زیبا,جالبیش اینجاست که یه ربات خوشگل,و نکته خنده‌دارش اینه که ... یه ربات خیلی خوشگل
30:39,30:42,that happened to be sitting on the edge of that star.,از قضا روی لبه همون ستاره نشسته بود,‫لبه‌ی اون ستاره نشسته بود,روی لبه اون ستاره نشسته بود,‫بر حسب اتفاق لبه‌ی اون ‫ستاره نشسته بود,روی لبه اون ستاره نشسته بود,روی لبه اون ستاره نشسته بود
30:42,30:44,And she hears him.,و صداشو شنید,‫و صداش رو شنید,و صداش رو شنید,‫و صداش رو شنید,و صداش رو شنید,و صدای اون غاز کوچولو رو شنید
30:44,30:46,"- Okay, now. - Which is impossible",خیلی‌خب، الان - که ناممکن هم هست -,‫خیلی‌خب، حالا بگو,نوبت توئه - که خب غیرممکنه -,‫- خب ‫- که امکان‌پذیر نیست,نوبت توئه - که خب غیرممکنه -,خیلی‌خب، حالا - ... که غیرممکنه -
30:46,30:49,since sound does not travel through the vacuum of space.,از اونجایی که صدا از خلاء فضا عبور نمیکنه,‫از اونجایی که صدا ‫در خلأ فضا حرکت نمی‌کنه,چون امواج صدا در خلاء فضا منتقل نمی‌شن,‫چون صدا نمی‌تونـه از ‫خلاء فضا عبور کنـه,چون امواج صدا در خلاء فضا منتقل نمی‌شن,چون صوت توی خلاء، منتقل نمی‌شه
30:49,30:52,Ugh. But she still heard him,ولی بازم شنیدش,‫ولی درهرحال صداشو شنید,اه، ولی با این‌حال صداش رو شنید,با این‌حال صداش رو شنید,اه، ولی با این‌حال صداش رو شنید,... اه، اما بااین‌حال صداش رو شنید
30:52,30:55,because she was listening with a different part of herself.,چون با یه بخش دیگه خودش داشت می‌شنید,‫چون داشت با بخش دیگه‌ای ‫از وجودش گوش می‌داد,چون با عضو متفاوتی از وجودش داشت گوش می‌داد,‫چون اون داشت با بخش دیگه‌ای ‫از وجودش گوش می‌کرد,چون با عضو متفاوتی از وجودش داشت گوش می‌داد,چون با یه بخش دیگه‌ای از وجودش داشت گوش می‌کرد
30:55,30:59,"A part that, up to that point, she didn't even know she had.",بخشی که تا اون زمان حتی نمی‌دونست که دارش,‫اصلاً نمی‌دونست درونش وجود داره,عضوی که تا اون موقع نمی‌دونست داره,‫بخشی که تا اون زمان ‫خبری ازش نداشت,عضوی که تا اون موقع نمی‌دونست داره,بخشی از وجودش که تا اون موقع اصلا نمی‌دونست وجود داره
30:59,31:01,Her heart.,قلبش,‫قلبش,قلبش,‫قلبـش,قلبش,یعنی قلبش
31:01,31:04,How did my mama come to me from so far away?,مامانم چجوری از این همه دورتر اومد تک من؟,‫چطوری مامانم از اون دور دورا ‫اومد پیش من؟,چطور مامانم از اون فاصله دور اومد پیشم؟,‫چطوری مامانـم از اون فاصله ‫اومد پیشم؟,چطور مامانم از اون فاصله دور اومد پیشم؟,مامانم چطور از اون راه دور اومد پیشم؟
31:04,31:06,- Who cares? - Huh?,این حرفا کیلو چنده؟ - ها؟ -,‫- کی اهمیت میده؟ ‫- ها؟,چه اهمیتی داره؟,‫کی اهمیت میده؟,چه اهمیتی داره؟,چه اهمیتی داره؟ - ها؟ -
31:06,31:09,"Uh, I mean, she's trying to see you.",،یعنی آخه سعی کرد که تو رو ببینه,‫- منظورم اینه که، می‌خواست تو رو ببینه... ‫- منو؟,یعنی سعی کرد ببینتت,‫نه چیزه... چون داشت سعی می‌کرد تو رو ببینـه,یعنی سعی کرد ببینتت,منظورم اینه سعی کرد ببیندت
31:09,31:10,- Me? - And falls off that star,منو؟ - و از ستاره‌هه پرت شد و -,‫و از اون ستاره افتاد,من رو؟ - و از روی ستاره سقوط کرد -,‫- من رو؟ ‫- و از اون ستاره اومد پایین,من رو؟ - و از روی ستاره سقوط کرد -,من رو؟ - ... و از روی ستاره افتاد پایین -
31:10,31:14,and lands on the beach just a little ways from here.,افتاد روی ساحلی که فقط یه کوچولو از اینجا دور بود,‫و روی یه ساحل همین نزدیکیا فرود اومد,و افتاد روی شن‌های ساحلی که یه‌کم اونورتره,‫و افتاد توی ساحلی ‫که یکم با اینجا فاصله داره,و افتاد روی شن‌های ساحلی که یه‌کم اونورتره,و روی ساحلی که یه‌خرده ازت فاصله داشت، فرود اومد
31:14,31:18,"But she lands pretty hard, and a lot of stuff she knew",،ولی بدجور محکم افتاد و یه عالمه چیز میزایی هم که می‌دونست,‫و خیلی از چیزایی که می‌دونست ‫ازش افتادن بیرون,ولی بدجوری سقوط می‌کنه و خیلی از اجزاش,‫اما نسبتاً محکم خورد زمین ‫و کلی از چیزهایی که می‌دونست,ولی بدجوری سقوط می‌کنه و خیلی از اجزاش,اما خیلی محکم زمین خورد ... و یه‌عالمه چیزهایی که می‌دونست
31:18,31:20,"- just kind of fell out. - Oh, no!",کلا یه جورایی بیرون افتادنُ رفتن - وای نه -,‫و خیلی از چیزایی که می‌دونست ‫ازش افتادن بیرون,می‌ریزن بیرون - وای، نه -,‫- از خاطرش رفتن ‫- وای نه!,می‌ریزن بیرون - وای، نه -,از توی سرش پاک شدن -
31:20,31:21,So it's a little weird,پس یکم عجیب بود که,‫برای همین یکم عجیبه ‫که چیا رو می‌دونه و چیا رو نمی‌دونه,در نتیجه، چیزهایی که می‌دونه,‫واسه همین چیزایی که کم و بیش می‌دونـه,در نتیجه، چیزهایی که می‌دونه,... برای همین
31:21,31:23,what she knows and what she doesn't.,چیا رو می‌دونست و چیا رو نمی‌دونست,‫برای همین یکم عجیبه ‫که چیا رو می‌دونه و چیا رو نمی‌دونه,و نمی‌دونه، عجیبن,‫یه‌خورده عجیبن,و نمی‌دونه، عجیبن,درست نمی‌دونه چی‌ها رو می‌دونه و چی‌ها رو نمی‌دونه
31:23,31:26,But she remembers one thing: you.,ولی یه چیز رو یادش بود: تو رو,‫ولی یه چیز رو یادشه: تو,.ولی یه چیزی رو یادش میاد اون هم تویی,‫اما فقط یک چیز رو کامل ‫به خاطر داره. تو رو.,.ولی یه چیزی رو یادش میاد اون هم تویی,اما یه چیز رو یادشه تو رو
31:26,31:29,"And when she finally sees you,",،و وقتی هم بالاخره تو رو دید,‫و وقتی بالاخره تو رو می‌بینه ‫ احساس می‌کنه...,و وقتی بالاخره می‌بینتت,‫و وقتی بلاخره تو رو دید,و وقتی بالاخره می‌بینتت,... و وقتی بالاخره می‌بیندت
31:29,31:32,- she feels... - Crushing obligation.,...حسِ - تعهد ویرانگری می‌کرد -,‫داره زیر بار وظیفه له میشه,...احساسِ - احساس مسئولیت سنگینی می‌کنه -,‫- حس... ‫- تعهد سنگین و طاقت‌فرسا کرد,...احساسِ - احساس مسئولیت سنگینی می‌کنه -,... حس می‌کنه - مسئولیت خیلی سنگینی داره -
31:32,31:34,Very lucky to be a mother.,خیلی خوش‌شانسی ‌می‌کرد که مادر شده,‫- خیلی خوش‌شانسه که مادر شده ‫- مامان,از اینکه مادرته، احساس خوش‌بختی می‌کنه,‫حس می‌کرد خیلی خوش شانسه ‫که یه مادره,از اینکه مادرته، احساس خوش‌بختی می‌کنه,خیلی خوش‌شانسه که مادرته
31:34,31:36,Mama.,مامان,‫- خیلی خوش‌شانسه که مادر شده ‫- مامان,مامان,‫مامان,مامان,مامان
31:36,31:37,And I will not leave,و من نمیروم,‫و تا این وظیفه رو تکمیل نکردم، نمیرم,و تا وقتی این وظیفه‌ای که,‫و اینجا رو ترک نمی‌کنم,و تا وقتی این وظیفه‌ای که,... و تا این وظیفه رو انجام ندم
31:37,31:38,"until I have completed this task,",،تا موقعی که این وظیفه رو تکمیل کنم,‫و تا این وظیفه رو تکمیل نکردم، نمیرم,رفتنم رو به تاخیر انداخته,‫تا زمانی که ماموریتـم رو انجام بدم. ‫ماموریتی که...,رفتنم رو به تاخیر انداخته,جایی نمی‌رم
31:38,31:40,"which has delayed me, damaged me",،که این وظیفه من رو به تاخیر اَنداخته ،به من صدمه رسانده,‫وظیفه‌ای که بازگشتم رو به تاخیر انداخته ‫بهم آسیب زده,،بهم آسیب رسونده پروتکل‌هام رو نقض,‫رفتنـم رو به تاخیر انداخته، ‫بهم صدمه زده و,،بهم آسیب رسونده پروتکل‌هام رو نقض,وظیفه‌ای که باعث ... تعویق در برنامه‌ام، آسیب
31:40,31:42,"and violated my protocols,",،و برنامه‌های اجرایی من رو نقص کرده,‫و پروتکل‌هام رو نقض کرده,و احتمالا گارانتیم رو باطل کرده,سازوکارم رو زیر پا گذاشتـه,و احتمالا گارانتیم رو باطل کرده,... نقص دستورالعمل‌هام
31:42,31:44,potentially voiding my warranty.,و به احتمال قوی گارانتیم رو هم باطل میسازه,‫که احتمالاً باعث باطل شدن گارانتیم شده,از پیشت نمی‌رم,‫و احتمالاً ضمانتـم رو باطل کرده,از پیشت نمی‌رم,و احتمالا، ابطال گارانتیم شده
31:44,31:47,Which is robot for:,:که به زبون رباتی میشه,‫که به زبان رباتی یعنی:,...و این به زبون ربات‌ها یعنی,‫ربات می‌خواد بگه که,...و این به زبون ربات‌ها یعنی,... که ترجمه‌اش می‌شه
31:47,31:49,She loves you very much.,اون تو رو خیلی دوست داره,‫خیلی دوستت داره,خیلی دوستت داره,‫خیلی دوستت داره,خیلی دوستت داره,خیلی دوستت داره
31:53,31:54,The story worked.,قصهِ جواب داد,‫قصه جواب داد,داستانه موثر بود,‫داستان جواب داد,داستانه موثر بود,داستان جواب داد
31:55,31:57,I need a drink.,باید لبی تر کنم,‫یه نوشیدنی لازم دارم,تشنه‌م شد,نوشیدنی می‌خوام,تشنه‌م شد,تشنه‌ام شد
32:01,32:03,How do you tell a story,چگونه قصه‌ای درباره چیزی,‫چطوری در مورد چیزی قصه میگی,چطور می‌تونی درباره چیزی که,‫چطوری درمورد چیزی داستان گفتی,چطور می‌تونی درباره چیزی که,... چطور درمورد چیزی که
32:03,32:06,about something you say you know nothing about?,تعریف می‌کنی که میگی چیزی هم درباره‌ش نمی‌دونی؟,‫که میگی هیچی در موردش نمی‌دونی,هیچی ازش نمی‌دونی داستان بگی؟,‫که میگی چیزی درموردش نمی‌دونی؟,هیچی ازش نمی‌دونی داستان بگی؟,هیچی ازش نمی‌دونی، داستان تعریف می‌کنی؟
