40:50,40:53,<i>One for the murder and one for the alibi.</i>,‫یکی برای انجام قتل ‫و یکی برای ایجاد عذر موجه,‫وقتی به خونه مانیکوف حمله کردن،
40:53,40:56,<i>Manikova had printed another Manikova</i>,‫منیکووا یه منیکووای دیگه چاپ کرده بود,‫دو جفت دستبند و حکم تفتیش با خودشون بردن.
40:56,40:58,<i>without the company knowing.</i>,‫بدون اینکه شرکت خبردار بشه,‫اونا ازش خبر داشتن. یا بهتره بگم، ‫از هردوشون خبر داشتن.
40:58,41:00,"<i>And so here's a question for you,</i>",‫حالا یه سوال ازتون دارم,‫اونا ازش خبر داشتن. یا بهتره بگم، ‫از هردوشون خبر داشتن.
41:00,41:04,<i>are they accomplices or did one act under the other's orders?</i>,‫این دو نفر همدست هستن ‫یا یکی به دستور اون یکی عمل کرده؟,‫کدومشون مانیکوف اصلیه؟
41:04,41:07,"<i>Are these separate, independent crimes,</i>",‫آیا اینا جرایم جداگونه و مستقل هستن,‫یا تو؟
41:07,41:09,<i>or were they one person from the get-go?</i>,‫یا از همون اول یه نفر حساب می‌شدن؟,‫یکی‌شون جرم رو مرتکب شده بود ‫و اون یکی مدرک داشت که یه جای دیگه بوده.
41:09,41:11,"<i>They only get half portions in jail,</i>",‫توی زندان نصف جیره‌ی غذایی بهشون میدن,‫یکی‌شون جرم رو مرتکب شده بود ‫و اون یکی مدرک داشت که یه جای دیگه بوده.
41:11,41:13,<i>or do they get a full meal each?</i>,‫یا هرکدوم یه جیره‌ی کامل می‌گیرن؟,‫مانیکوف یه نسخه دیگه از خودش رو ‫بدون اطلاع شرکت چاپ کرده بود.
41:13,41:16,"<i>Police, legal experts, philosophers,</i>",‫پلیس، کارشناسان حقوقی، فیلسوف‌ها,‫مانیکوف یه نسخه دیگه از خودش رو ‫بدون اطلاع شرکت چاپ کرده بود.
41:16,41:19,<i>everyone was stumped.</i>,‫همه توش مونده بودن,‫و سوال مهم‌تر اینه،
41:19,41:21,<i>But while Manikova 1 and 2 were both</i>,‫ولی درحالی‌که منیکووای 1 و 2,‫آیا اونا همدست بودن یا یکی‌شون ‫به دستور اون یکی عمل می‌کرد؟
41:21,41:23,"<i>locked up in an interrogation room,</i>",‫جفتشون توی اتاق بازجویی حبس بودن,‫آیا اینا جرایم جداگانه و مستقل بودن،
41:23,41:25,<i>another homeless man was brutally murdered.</i>,‫یه بی‌خانمان دیگه ‫به‌طرز وحشیانه‌ای به قتل رسید,‫آیا اینا جرایم جداگانه و مستقل بودن،
41:27,41:30,"<i>Lo and behold, Manikova 3.</i>",‫این شما و این منیکووای 3,‫آیا توی زندان فقط نصف وعده بهشون می‌دن، ‫یا هر زندانی یه وعده کامل می‌گیره؟
41:39,41:42,<i>I think it was some cheap tabloid reporter</i>,‫فکر کنم یه خبرنگار مجلات زرد بود,‫ولی وقتی دو نسخه مانیکوف ‫توی اتاق بازجویی حبس شده بودن،
41:42,41:45,"<i>who called them Multiples, or some professor or something.</i>",‫که اسمشونو گذاشت متعدد ‫یا یه استادی چیزی,‫یه مرد بی‌خانمان دیگه ‫به طرز وحشیانه‌ای کشته شد.
41:45,41:47,"<i>Whoever came up with it, it stuck.</i>",‫حالا هرکی که بود ‫همین اسم روشون موند,‫اون نسخه سوم مانیکوف بود.
41:49,41:54,"<i>And pretty soon the word ""Multiples"" spread fear and contempt.</i>","‫و خیلی زود، کلمه‌ی ""متعدد""",
41:54,41:57,So Multiples are an abomination. They destroy the natural order.,‫اشخاص متعدد مایه‌ی انزجار هستن ‫نظم طبیعی رو نابود می‌کنن,‫فکر کنم یکی از اون خبرنگارای زرد بود
41:57,42:01,Each soul shall only have one body. Right?,‫هر روح باید فقط یک بدن داشته باشه. درسته؟,‫فکر کنم یکی از اون خبرنگارای زرد بود
42:01,42:03,"One soul, one body.",‫یک روح، یک بدن,"‫که بهشون لقب ""نسخه‌های متعدد"" رو داد، ‫یا پروفسور، یا یه همچین چیزی."
42:03,42:07,"The Lord, he only blesses this one-to-one union.",‫خداوند، فقط این پیوند یک به یک رو ‫مورد رحمت خودش قرار میده,‫مهم نیست کی این لقب رو داد، همون لقب موند.
42:07,42:09,But former congressman Marshall,‫ولی نماینده‌ی مجلس سابق، آقای مارشال,‫و خیلی زود نسخه‌های متعدد ‫همه جا ترس و وحشت انداختن.
42:09,42:10,does have a point worth considering.,‫یک نکته رو بیان کردن که جالب توجهه,‫و خیلی زود نسخه‌های متعدد ‫همه جا ترس و وحشت انداختن.
42:10,42:14,It would be a shame not to explore,‫واقعاً حیف میشه اگر کاربردهای احتمالی,‫نسخه‌های متعدد یه جور ناهنجاری ‫حساب می‌شدن. اونا نظام طبیعی رو به هم می‌زدن.
42:14,42:18,the potential application of this advanced technology.,‫این فناوری پیشرفته رو بررسی نکنیم,‫هر روح فقط باید یه بدن داشته باشه، درسته؟
42:18,42:22,I was happy to receive an invitation from this committee.,‫خوشحال شدم که دعوت این کمیته رو دریافت کردم,‫یه روح، یه بدن.
42:23,42:25,"{\an8}You were subpoenaed, Mr. Marshall.",‫شما احضار شدین، آقای مارشال,‫خدا فقط این رابطه دوتایی رو برکت می‌ده.
42:25,42:28,"{\an8}Sure, sure. In any case,",‫درسته، درسته. درهرصورت,‫ولی معاون سابق مارشال ‫یه دیدگاه قابل تامل داره.
42:28,42:34,{\an8}I want to take this opportunity to speak as an Expedition Commander.,‫می‌خوام از این فرصت استفاده کنیم,‫حیفه که پتانسیل استفاده از ‫این فناوری پیشرفته رو بررسی نکنیم.
42:34,42:36,{\an8}Human printing is a sin.,‫چاپ انسان یک گناهه,‫حیفه که پتانسیل استفاده از ‫این فناوری پیشرفته رو بررسی نکنیم.
42:37,42:42,Multiples are Satan's work.,‫متعددها ساخته‌ی دست شیطان هستن,‫خوشحالم که از طرف این کمیته دعوت شدم.
42:42,42:45,"However, I've been contemplating how can we use",‫با این‌حال، این مدت داشتم ‫به این فکر می‌کردم که چطور می‌تونیم,‫درسته. به هر حال،
42:45,42:49,this abomination for our common economic benefit.,‫از این چیز منزجرکننده برای پیشرفت ‫منافع اقتصادی مشتر‌کمون استفاده کنیم,‫می‌خوام از این فرصت استفاده کنم ‫و به عنوان رهبر ماموریت اکتشافی صحبت کنم.
42:49,42:51,I propose...,‫پیشنهاد میدم...,‫می‌خوام از این فرصت استفاده کنم ‫و به عنوان رهبر ماموریت اکتشافی صحبت کنم.
42:52,42:56,a trial run of human printing far from Earth,‫که چاپ انسان به‌صورت آزمایشی ‫دور از زمین,‫چاپ انسان یه گناهه.
42:56,42:58,under the strictest oversight.,‫و تحت نظارت دقیق انجام بشه,‫نسخه‌های متعدد کار شیطانه.
42:58,43:03,"Limiting such individuals to one per expedition, per planet,",‫و همچین اشخاصی رو به یک نفر ‫به ازای هر سفر و هر سیاره محدود کنیم,‫با این حال، داشتم فکر می‌کردم چطور می‌تونیم
43:03,43:06,"under the designation, ""Expendable.""","‫و اون‌ها رو ""فدایی"" بنامیم",‫از این عمل زشت به نفع ‫منافع اقتصادی مشترکمون استفاده کنیم.
43:07,43:10,"Multiples, in the case of Multiples,",‫در صورت وجود هرگونه اشخاص متعدد,‫من پیشنهاد می‌کنم...
43:10,43:14,we exterminate every offending individual,‫تمام اشخاص متخلف رو به‌طور کامل,‫یه آزمایش آزمایشی برای چاپ انسان ‫دور از زمین تحت شدیدترین نظارت.
43:14,43:20,"<i>in totality, mind and body, all for the sake of public service.</i>",‫چه ذهنی و چه جسمی ‫برای صلاح عمومی از بین می‌بریم,‫با محدود کردن تعداد این افراد ‫به یکی برای هر ماموریت، برای هر سیاره،
43:20,43:22,"On this Niflheim expedition,",‫در این سفر به نیفلهایم,"‫تحت عنوان ""قابل جایگزینی""."
43:22,43:23,all Multiples will immediately,‫تمام اشخاص متعدد فوراً,"‫تحت عنوان ""قابل جایگزینی""."
43:23,43:28,"be arrested, executed, and permanently deleted.",‫دستگیر، اعدام و به‌طور کامل حذف میشن,‫اگه نسخه‌های متعدد پیدا بشن،
43:32,43:34,<i>My head.</i>,‫آخ سرم,‫هر فرد گناهکار رو، چه از نظر ذهنی و چه ‫ از نظر جسمی، به خاطر منافع عمومی نابود می‌کنیم.
43:35,43:38,<i>What the hell is this guy?</i>,‫این یارو دیگه چه خریه؟,‫هر فرد گناهکار رو، چه از نظر ذهنی و چه ‫ از نظر جسمی، به خاطر منافع عمومی نابود می‌کنیم.
43:39,43:43,<i>Nasha told me that Mickey 3 was whiny and clingy.</i>,‫ناشا بهم گفت میکی 3 ‫آدم نق‌نقو و آویزونی بود,‫همه نسخه‌های متعدد فوراً دستگیر می‌شن، ‫اعدام می‌شن و برای همیشه حذف می‌شن.
43:43,43:45,"<i>5 was, uh, indecisive.</i>",‫میکی 5 همیشه مردد بود,‫همه نسخه‌های متعدد فوراً دستگیر می‌شن، ‫اعدام می‌شن و برای همیشه حذف می‌شن.
43:45,43:49,"<i>And apparently, 8 was pretty annoying and kinda stupid,</i>",‫و ظاهراً 8 خیلی اعصاب‌ خردکن ‫و یه‌خرده احمق بود,‫همه نسخه‌های متعدد فوراً دستگیر می‌شن، ‫اعدام می‌شن و برای همیشه حذف می‌شن.
43:49,43:52,<i>but none of them were complete nutjobs.</i>,‫ولی هیچکدومشون یه روانی تمام عیار نبودن,‫سرم.
43:53,43:57,<i>Even this lunatic is scared of being a Multiple though.</i>,‫ولی حتی این روانی هم ‫از متعدد بودن می‌ترسه,‫این یارو کیه؟
43:57,44:00,<i>That's permanent deletion.</i>,‫همچین چیزی مجازاتش حذف دائمیه,‫ناشا بهم گفت نسخه سوم میکی خیلی غرغرو بود.
44:00,44:03,<i>Trying to trash me in the cycler.</i>,‫می‌خواد منو بندازه توی دستگاه بازیافت,‫نسخه پنجم مردد بود.
44:05,44:07,<i>If one of us has to go...</i>,‫اگر قرار باشه یکی‌مون بمیره...,‫ظاهراً نسخه هشتم ‫خیلی رو اعصاب و یه کم احمق بود،
44:09,44:11,<i>it ain't gonna be me.</i>,‫اون نفر من نیستم,‫ولی هیچ کدومشون دیوونه نبودن.
44:40,44:41,Half it! Half it!,‫تقسیمش می‌کنیم! ‫تقسیمش می‌کنیم!,
44:41,44:43,"Half, half, half!",‫تقسیم، تقسیم، تقسیم!,
44:44,44:46,- What? - Half it. Half!,‫- چی؟ ‫- تقسیمش می‌کنیم! تقسیمش می‌کنیم!,
44:46,44:48,I'll half it with you.,‫باهات تقسیمش می‌کنم,
44:48,44:50,"I'll half the rations. We could split the workload, too.",‫جیره‌ها رو باهات تقسیم می‌کنم ‫می‌تونیم کارها رو هم تقسیم کنیم,
44:50,44:53,And we can take turns dying.,‫و به نوبت می‌میریم,
44:55,44:58,"And you're 18, so you can take all even numbers",‫و تو شماره‌ی 18 هستی ‫پس تمام اعداد زوج مال تو,‫تقسیمش می‌کنیم! تقسیمش می‌کنیم!
44:58,45:03,"and I-I'll just cover, like, 19, 21, and the odd numbers.",‫و 19 و 21 و اعداد فرد مال من,‫- چی؟ ‫- تقسیمش می‌کنیم!
45:03,45:05,Are you afraid to die?,‫از مردن می‌ترسی؟,‫با هم نصف می‌کنیم.
45:05,45:06,"Kinda, yeah.",‫یه‌خرده، آره,‫سهمیه غذا رو نصف می‌کنیم. ‫می‌تونیم بار کاری رو هم تقسیم کنیم.
45:08,45:10,{\an8}You died plenty of times. What are you so scared of?,‫بارها مردی. از چی اینقدر می‌ترسی؟,‫و می‌تونیم نوبتی بمیریم.
45:11,45:13,"{\an8}Until now, I died and...",‫تا الان، مردم و...,‫تو نسخه 18 هستی، ‫پس می‌تونی همه اعداد زوج رو برداری
45:14,45:19,"I was just born again, you know.",‫دوباره متولد شدم، می‌دونی,‫و من نسخه 19، 21 و اعداد فرد رو پوشش می‌دم.
