Start Time,End Time,English,How to Train Your Dragon- open subtitle.srt,How.to.Train.Your.Dragon.2025.AMZN.WEB-DL.Fa[UTF-8].srt
34:10,34:11,What?,اما کي افتخار کُشتن اون رو پيدا ميکنه؟- احتمالاً اون شخص منم. اين سرنوشتمه. ميبينيد؟-,چی؟
34:11,34:14,"Just coast by, taking it all for granted.",اما کي افتخار کُشتن اون رو پيدا ميکنه؟- احتمالاً اون شخص منم. اين سرنوشتمه. ميبينيد؟-,راحت زندگی می‌کنی قدر چیزایی که داری رو نمی‌دونی
34:14,34:15,"Well, I don’t think that...",مامانت اجازه ميده که رو بدنت خالکوبي کني؟ اين خالکوبي نيست. يه ماه گرفتگيه,...خب، فکر نکنم
34:15,34:16,"Never having to work for anything,",مامانت اجازه ميده که رو بدنت خالکوبي کني؟ اين خالکوبي نيست. يه ماه گرفتگيه,هیچوقت برای چیزی زحمت نمی‌کشی
34:16,34:18,never struggling to get a foot up.,مامانت اجازه ميده که رو بدنت خالکوبي کني؟ اين خالکوبي نيست. يه ماه گرفتگيه,هرگز برای پیشرفت کردن تقلا نمی‌کنی
34:18,34:20,"Well, guess what.",باشه، من از لحظه تولدت باهات بودم و قبلاً اونو اونجا نديده بودم,خب، می‌دونی چیه
34:20,34:22,I come from nothing.,باشه، من از لحظه تولدت باهات بودم و قبلاً اونو اونجا نديده بودم,من در زندگی چیزی ندارم
34:22,34:26,"No chief for a dad, no handouts, no excuses.",چرا. بوده. تو فقط تا الان قسمت چپ بدنم رو نديده بودي,نه پدری که رئیس باشه، نه کمکی، نه بهونه‌ای
34:26,34:28,I’m not afraid of hard work.,,از جون کندن هم نمی‌ترسم
34:28,34:29,"I’m willing to do whatever it takes to get the job done,",,حاضرم برای رسیدن به هدف هرکاری انجام بدم
34:30,34:31,"which, in this case, means wiping out the dragons",,که در این مورد، نابود کردن کامل اژدهایان
34:31,34:33,for the good of everyone.,,برای منفعت همه‌ست
34:34,34:35,Yeah.,,آره
34:36,34:37,You know what else?,,می‌دونی دیگه چیه؟
34:38,34:40,I’m-I’m afraid... afraid to ask.,,من... می‌ترسم که بپرسم
34:43,34:46,I’ve got my eye on that big house of yours.,,چشمم دنبال خونه‌ی بزرگ شماست
34:46,34:48,I’m gonna be chief one day.,,یه روز رئیس میشم
34:49,34:51,I-I don’t doubt it.,,شک ... ندارم
34:52,34:55,"Actually, I think my dad would be thrilled.",,راستش فکر می‌کنم بابام خیلی هم خوشحال میشه
34:55,34:57,"Besides, you’re the kid he always hoped for.",,ضمناً، تو اون بچه‌ای هستی که اون همیشه آرزوش رو داشته
34:57,35:00,"Instead, he got...",,...در عوض، اون
35:00,35:01,all this.,,تمام این گیرش اومد
35:03,35:05,"Stay out of my way, Hiccup.",,سر راهم نباش، هیکاپ
35:21,35:23,"""Dragon classifications.",من چند تا سالمون، چند تا کاد نوعي ماهي) لزج با اندازه خوب) و يه مارماهي دودي شده برات آوردم,طبقه‌بندی اژدها
35:23,35:27,"""Strike class. Fear class. Mystery class.",,طبقه‌بندی ضربه، طبقه‌بندی ترس طبقه‌بندی رمز و راز
35:29,35:31,"""Thunderdrum.",نه،نه،نه...باشه، آره. در واقع منم زياد از مارماهي خوشم نمياد,تاندردرام
35:31,35:33,"""When startled, the Thunderdrum produces a concussive sound",نه،نه،نه...باشه، آره. در واقع منم زياد از مارماهي خوشم نمياد,وقتی رم می‌کند، صدایی انفجاری تولید می‌کند که
35:33,35:35,"""that can kill a man at close range.",نه،نه،نه...باشه، آره. در واقع منم زياد از مارماهي خوشم نمياد,می‌تواند یک مرد در فاصله‌ی نزدیک را بکشد
35:35,35:37,"""Extremely dangerous. Kill on sight.",خودشه. خوبه به من توجه نکن,به شدت خطرناک، به محض دیدن بکشید
35:37,35:39,"""Timberjack.",خودشه. خوبه به من توجه نکن,تیمبرجک
35:39,35:41,"""Skrill. Whispering Death.",خودشه. خوبه به من توجه نکن,اسکریل، نجوای مرگ
35:41,35:43,"""Burns its victims. Buries its victims.",خودشه. خوبه به من توجه نکن,قربانی‌هاش را می‌سوزاند قربانی‌هاش را دفن می‌کند
35:44,35:46,"""Chokes its victims. Turns its victims inside out.",من همينجا اين پشتم، کار خودم رو انجام ميدم,قربانی‌هاش را خفه می‌کند قربانی‌هاش رو قیمه قیمه می‌کند
35:46,35:49,"""Extremely dangerous. Extremely dangerous.",من همينجا اين پشتم، کار خودم رو انجام ميدم,به شدت خطرناک به شدت خطرناک
35:49,35:52,"""Kill on sight. Kill on sight. Kill on sight.",,به محض دیدن بکشید به محض دیدن بکشید. به محض دیدن بکشید
35:53,35:55,"""Night Fury.",,خشم شب
35:56,35:58,"""Size: unknown. Speed: unknown.",,اندازه نامشخص سرعت نامشخص
35:59,36:01,"""The unholy offspring of lightning and death itself.",...چيزي نيست,فرزند پلید رعد و برق و مرگ
36:01,36:05,"Never engage this dragon.""",...چيزي نيست,هرگز با این اژدها درگیر نشوید
36:16,36:19,I can almost smell them.,,تقریباً می‌تونم بوشون رو حس کنم
36:27,36:31,Take us in to Helheim’s Gate.,خوبه، زيادم بد به نظر نمي رسه کار ميکنه,"ما رو به دروازه‌ی ""هل‌هایم"" ببر"
36:31,36:33,Here we go again.,,دوباره شروع شد
36:33,36:36,Hard to port!,!نه، نه، نه,!کاملاً به چپ
36:37,36:40,Hard to port!,,!کاملاً به چپ
36:42,36:45,Set the oars! Furl the sails!,,!پاروها رو آماده کنین !بادبان‌ها رو جمع کنین
36:46,36:47,All together.,!اوه، داره کار ميکنه,همه با هم
36:47,36:48,Come on.,!اوه، داره کار ميکنه,بجنبین
36:49,36:50,Higher.,,بالاتر
37:38,37:39,We’re not alone!,,!ما تنها نیستیم
37:39,37:40,- Look up! - Watch your heads!,,!حواس‌ها جمع - !مراقب سرتون باشین -
37:56,37:58,Turn back!,ما فکر کرديم که يه مشکلي با شکل باسن اژدها به وجود اومده,!برگردین
37:58,38:01,They’re everywhere!,...صبر کن,!اونا همه جا هستن
38:02,38:05,"Hey, I just, uh... I just happened to notice",!اوه، من زخمي شدم، من خيلي زخمي شدم,هی، من ... اتفاقی متوجه شدم که
38:05,38:08,that the book had nothing on Night Furies.,الان شمارش معکوس شانس زنده موندن به اعداد تک رقمي رسيده,در کتاب هیچی درباره‌ی خشم شب‌ها نیست
38:08,38:11,"Is there maybe, like, like, another book?",الان شمارش معکوس شانس زنده موندن به اعداد تک رقمي رسيده,شاید... مثلاً ... کتاب دیگه‌ای باشه؟
38:11,38:13,"Maybe, like, a Night Fury pamph...",,...مثلاً، کتاب خشم شب
38:15,38:16,"Focus, Hiccup.",,تمرکز کن هیکاپ
38:16,38:18,You’re not even trying.,اوه، هه، سر رو اشتباه گرفتم,تو اصلاً تلاش هم نمی‌کنی
38:19,38:21,Today is about attack.,!فيشلگز,درس امروز حمله‌ست
38:21,38:24,Nadders are quick and light on their feet.,,ندرها، سریع هستن و سبک قدم برمی‌دارن
38:24,38:27,Your job is to be quicker and lighter.,!حالا هيکاپ,کار شما اینه که سریع‌تر و سبک‌تر باشین
38:35,38:37,Sorry.,!هيکاپ,ببخشید
38:39,38:43,I’m really beginning to question your teaching methods!,!حالا، منو مجبور نکنين که دوباره بگم !آره، درسته. برگردين به قفستون,!دارم واقعاً به روش‌های آموزشی‌تون شک می‌کنم
38:43,38:44,Look for its blind spot.,!حالا، منو مجبور نکنين که دوباره بگم !آره، درسته. برگردين به قفستون,دنبال نقطه‌ی کورش بگردین
38:44,38:45,Every dragon has one.,!حالا، منو مجبور نکنين که دوباره بگم !آره، درسته. برگردين به قفستون,هر اژدهایی یه نقطه کور داره
38:46,38:49,"Find it, hide in it, then strike.",حالا، به کارهايي که کردين خوب فکر کنين,پیداش کنین، توش مخفی بشین و بعد ضربه بزنین
38:52,38:53,Do you ever bathe?,,تو اصلاً حموم میری؟
38:54,38:57,"If you don’t like it, go find your own blind spot. Go!",,اگه خوشت نمیاد برو نقطه‌ی کور خودت رو پیدا کن !برو
38:57,38:59,"Blind spot, yes.",خوب، کارمون تموم شد؟,نقطه کور بینایی، آره
38:59,39:01,"Deaf spot, not so much.",خوب، کارمون تموم شد؟,نه نقطه کور شنوایی
39:02,39:04,I am hurt. I am very much hurt.,...چون که من يه کاري دارم که بايد آره، فردا مي بينمتون,زخمی شدم بدجوری هم زخمی شدم
39:05,39:07,"So, how does one sneak up on a Night Fury?",...چون که من يه کاري دارم که بايد آره، فردا مي بينمتون,خب، چطور میشه به یه خشم شب نزدیک شد؟
39:07,39:10,No one has ever met one and lived to tell the tale.,,تا حالا نشده کسی اون رو ببینه و زنده بمونه تا داستانش رو بگه
39:10,39:11,"- Now, get in there! - Yeah, I-I know.",,!حالا برو اونجا - آره، می‌دونم -
39:12,39:13,"I-I’m just saying, like,",,...فقط داشتم می‌گفتم که
39:13,39:15,- how would... - Hiccup.,,...چطور - هیکاپ -
39:15,39:17,Down.,,بخواب
39:29,39:31,"Whoa, save yourself!",,!خودت رو نجات بده
39:32,39:33,I’ll take care of this.,,خودم ترتیبش رو میدم
39:35,39:36,Oh.,,آه
39:37,39:38,"Not my fault, Astrid.",,تقصیر من نبود، استرید
39:38,39:41,I got distracted by the light in your eyes.,,نور چشمات حواسم رو پرت کرد
40:10,40:13,Wait! Just let me...,,...وایسا! بذار
40:30,40:31,"Yes. Well done, Astrid.",,آره، آفرین استرید
40:32,40:33,Nothing like giving them,,هیچی مثل این نیست که
40:33,40:34,"a taste of their own medicine, eh?",,باهاشون مثل خودشون رفتار کنیم، نه؟
40:34,40:37,"Also, ""Well done, Snotlout,",,ضمناً باید بگی آفرین اسناتلات
40:37,40:39,"with the assist,"" right? What a team!",,بخاطر کمکت. نه؟ !عجب تیمی
40:39,40:41,Is anyone taking this seriously?!,,کسی این قضیه رو جدی گرفته؟
40:41,40:43,Take it seriously.,,جدی‌ش بگیر
40:43,40:45,"’Cause in case you forgot, our parents’ war",,اگه فراموش کردین، به یاد بیارین جنگ پدر و مادرهامون
40:45,40:46,is about to become ours!,"با ""رعدآساي هولناک"" آشنا بشين",!قراره جنگ ماها بشه
40:51,40:53,Figure out which side you’re on.,...ها، اين که اندازه !منو از دستش نجات بدين,تصمیم بگیر طرف مایی یا اونا
41:43,41:44,Hmm? Huh?,چي؟,همم؟‌ ها؟
42:16,42:19,Huh. Toothless.,من معمولاً کارهاي مَردم برام مهم نيست ولي رفتار تو خيلي عجيبه,ها، دندون نداری؟
